date,facility,production_line,shift,units_produced,defects,defect_rate,downtime_minutes,energy_kwh,labor_hours,oee_score,maintenance_cost_usd
2025-01-20,Plant_Epsilon,Line_A,Night,813,31,0.0381,14.5,1651.8,8.05,0.786,197.38
2025-01-20,Plant_Epsilon,Line_B,Morning,983,43,0.0437,13.7,2149.4,8.01,0.783,152.53
2025-01-20,Plant_Epsilon,Line_B,Afternoon,950,32,0.0337,13.1,2057.6,7.95,0.805,197.62
2025-01-20,Plant_Epsilon,Line_B,Night,783,36,0.046,15.8,1732.9,8.05,0.836,209.9
2025-01-20,Plant_Epsilon,Line_C,Morning,997,40,0.0401,13.1,2082.9,8.04,0.831,225.39
2025-01-20,Plant_Epsilon,Line_C,Afternoon,930,40,0.043,13.1,1972.4,8.04,0.711,276.47
2025-01-20,Plant_Epsilon,Line_C,Night,809,29,0.0358,17.1,1778.1,8.06,0.774,311.78
2025-01-20,Plant_Zeta,Line_A,Morning,1128,46,0.0408,12.6,2374.5,7.98,0.762,216.18
2025-01-20,Plant_Zeta,Line_A,Afternoon,1049,44,0.0419,12.1,2304.4,8.02,0.739,170.01
2025-01-20,Plant_Zeta,Line_A,Night,918,39,0.0425,16.6,1975.3,8.01,0.734,158.35
2025-01-20,Plant_Zeta,Line_B,Morning,1118,45,0.0403,19.2,2395.1,8.04,0.747,174.33
2025-01-20,Plant_Zeta,Line_B,Afternoon,1053,39,0.037,10.6,2366.8,8.03,0.761,290.24
2025-01-20,Plant_Zeta,Line_B,Night,887,34,0.0383,20.9,1937.6,8.1,0.797,259.35
2025-01-20,Plant_Zeta,Line_C,Morning,1137,42,0.0369,13.3,2410.8,7.94,0.756,196.55
2025-01-20,Plant_Zeta,Line_C,Afternoon,1085,44,0.0406,22.0,2217.7,7.95,0.737,256.05
2025-01-20,Plant_Zeta,Line_C,Night,901,27,0.03,13.4,1894.8,7.9,0.866,185.06
2025-01-21,Plant_Alpha,Line_A,Morning,1285,47,0.0366,14.3,2720.5,8.0,0.779,256.86
2025-01-21,Plant_Alpha,Line_A,Afternoon,1235,39,0.0316,17.1,2644.6,7.99,0.767,222.31
2025-01-21,Plant_Alpha,Line_A,Night,1036,42,0.0405,12.1,2287.2,7.9,0.788,212.19
2025-01-21,Plant_Alpha,Line_B,Morning,1298,46,0.0354,18.4,2757.8,7.93,0.705,206.98
2025-01-21,Plant_Alpha,Line_B,Afternoon,1196,55,0.046,18.7,2681.2,8.11,0.738,172.01
2025-01-21,Plant_Alpha,Line_B,Night,997,36,0.0361,19.6,2210.2,7.98,0.737,212.46
2025-01-21,Plant_Alpha,Line_C,Morning,1305,38,0.0291,11.5,2811.1,8.03,0.743,266.83
2025-01-21,Plant_Alpha,Line_C,Afternoon,1201,52,0.0433,15.0,2651.1,7.9,0.748,229.17
2025-01-21,Plant_Alpha,Line_C,Night,1032,45,0.0436,18.6,2189.5,8.08,0.709,193.96
2025-01-21,Plant_Beta,Line_A,Morning,879,30,0.0341,16.3,1863.3,7.99,0.796,164.43
2025-01-21,Plant_Beta,Line_A,Afternoon,819,37,0.0452,15.4,1734.1,8.05,0.739,151.66
2025-01-21,Plant_Beta,Line_A,Night,676,30,0.0444,12.6,1476.9,8.04,0.796,175.69
2025-01-21,Plant_Beta,Line_B,Morning,878,43,0.049,19.5,1901.6,8.01,0.738,206.97
2025-01-21,Plant_Beta,Line_B,Afternoon,829,26,0.0314,12.9,1742.3,8.01,0.763,172.58
2025-01-21,Plant_Beta,Line_B,Night,709,23,0.0324,12.2,1521.2,8.02,0.72,208.64
2025-01-21,Plant_Beta,Line_C,Morning,863,31,0.0359,15.1,1894.6,8.04,0.772,164.28
2025-01-21,Plant_Beta,Line_C,Afternoon,828,34,0.0411,16.9,1753.1,8.06,0.697,177.47
2025-01-21,Plant_Beta,Line_C,Night,699,22,0.0315,13.9,1517.2,7.93,0.743,139.79
2025-01-21,Plant_Gamma,Line_A,Morning,845,32,0.0379,15.6,1772.6,8.02,0.807,135.4
2025-01-21,Plant_Gamma,Line_A,Afternoon,798,34,0.0426,14.7,1687.0,7.83,0.702,212.86
2025-01-21,Plant_Gamma,Line_A,Night,679,29,0.0427,14.7,1478.8,8.06,0.742,288.73
2025-01-21,Plant_Gamma,Line_B,Morning,818,25,0.0306,13.7,1760.4,8.0,0.798,198.1
2025-01-21,Plant_Gamma,Line_B,Afternoon,788,30,0.0381,7.7,1660.1,7.98,0.716,182.61
2025-01-21,Plant_Gamma,Line_B,Night,681,25,0.0367,10.7,1421.9,8.06,0.835,215.96
2025-01-21,Plant_Gamma,Line_C,Morning,812,32,0.0394,15.9,1778.5,7.97,0.738,166.65
2025-01-21,Plant_Gamma,Line_C,Afternoon,774,34,0.0439,16.6,1683.7,8.01,0.783,293.98
2025-01-21,Plant_Gamma,Line_C,Night,675,27,0.04,15.0,1430.1,8.08,0.795,169.96
2025-01-21,Plant_Delta,Line_A,Morning,872,36,0.0413,8.4,1841.8,8.02,0.663,124.21
2025-01-21,Plant_Delta,Line_A,Afternoon,821,33,0.0402,15.9,1810.9,8.02,0.745,152.87
2025-01-21,Plant_Delta,Line_A,Night,698,29,0.0415,17.3,1516.8,8.04,0.825,204.8
2025-01-21,Plant_Delta,Line_B,Morning,882,31,0.0351,15.3,1860.4,8.02,0.708,186.32
2025-01-21,Plant_Delta,Line_B,Afternoon,805,35,0.0435,18.6,1793.7,8.05,0.803,241.86
2025-01-21,Plant_Delta,Line_B,Night,708,29,0.041,13.3,1506.9,8.01,0.748,139.1
2025-01-21,Plant_Delta,Line_C,Morning,854,35,0.041,18.3,1857.6,8.16,0.716,214.81
2025-01-21,Plant_Delta,Line_C,Afternoon,840,35,0.0417,16.9,1808.7,8.01,0.843,259.94
2025-01-21,Plant_Delta,Line_C,Night,693,28,0.0404,10.3,1552.7,8.03,0.827,194.34
2025-01-21,Plant_Epsilon,Line_A,Morning,969,50,0.0516,15.1,2104.3,8.06,0.86,188.56
2025-01-21,Plant_Epsilon,Line_A,Afternoon,941,38,0.0404,11.7,2002.8,8.11,0.754,164.01
2025-01-21,Plant_Epsilon,Line_A,Night,791,34,0.043,9.4,1717.6,8.13,0.862,212.83
2025-01-21,Plant_Epsilon,Line_B,Morning,1005,45,0.0448,14.1,2177.5,8.1,0.698,217.9
2025-01-21,Plant_Epsilon,Line_B,Afternoon,948,37,0.039,15.2,2039.3,8.01,0.817,212.16
2025-01-21,Plant_Epsilon,Line_B,Night,799,26,0.0325,13.4,1729.4,7.96,0.808,219.03
2025-01-21,Plant_Epsilon,Line_C,Morning,1003,35,0.0349,11.7,2159.5,8.04,0.751,230.21
2025-01-21,Plant_Epsilon,Line_C,Afternoon,949,28,0.0295,17.5,2018.1,8.07,0.692,217.84
2025-01-21,Plant_Epsilon,Line_C,Night,794,22,0.0277,17.7,1661.2,7.99,0.818,179.63
2025-01-21,Plant_Zeta,Line_A,Morning,1115,48,0.043,14.7,2415.7,8.06,0.702,184.51
2025-01-21,Plant_Zeta,Line_A,Afternoon,1079,33,0.0306,19.8,2278.3,8.02,0.802,201.77
2025-01-21,Plant_Zeta,Line_A,Night,892,34,0.0381,18.6,1899.7,7.95,0.839,168.65
2025-01-21,Plant_Zeta,Line_B,Morning,1124,40,0.0356,14.6,2441.7,7.97,0.74,195.42
2025-01-21,Plant_Zeta,Line_B,Afternoon,1063,38,0.0357,12.7,2355.7,8.04,0.748,257.29
2025-01-21,Plant_Zeta,Line_B,Night,883,41,0.0464,18.8,2012.7,8.03,0.78,258.78
2025-01-21,Plant_Zeta,Line_C,Morning,1112,40,0.036,14.6,2459.6,7.95,0.711,205.51
2025-01-21,Plant_Zeta,Line_C,Afternoon,1072,37,0.0345,16.9,2331.1,8.07,0.772,194.1
2025-01-21,Plant_Zeta,Line_C,Night,925,34,0.0368,16.8,1992.6,8.01,0.716,149.55
2025-01-22,Plant_Alpha,Line_A,Morning,1279,52,0.0407,16.3,2829.0,8.04,0.746,154.24
2025-01-22,Plant_Alpha,Line_A,Afternoon,1239,47,0.0379,10.1,2628.2,7.97,0.736,201.02
2025-01-22,Plant_Alpha,Line_A,Night,1023,37,0.0362,12.4,2199.3,7.94,0.735,162.64
2025-01-22,Plant_Alpha,Line_B,Morning,1297,52,0.0401,18.5,2833.0,8.02,0.782,232.77
2025-01-22,Plant_Alpha,Line_B,Afternoon,1227,45,0.0367,15.3,2579.6,8.07,0.754,269.3
2025-01-22,Plant_Alpha,Line_B,Night,1050,35,0.0333,18.2,2151.4,8.08,0.697,217.27
2025-01-22,Plant_Alpha,Line_C,Morning,1292,56,0.0433,14.6,2671.2,7.98,0.745,119.57
2025-01-22,Plant_Alpha,Line_C,Afternoon,1222,39,0.0319,17.2,2619.4,8.12,0.748,217.25
2025-01-22,Plant_Alpha,Line_C,Night,1030,30,0.0291,14.5,2246.6,8.07,0.744,135.13
2025-01-22,Plant_Beta,Line_A,Morning,878,36,0.041,16.5,1869.2,7.94,0.787,197.05
2025-01-22,Plant_Beta,Line_A,Afternoon,842,32,0.038,14.9,1780.5,7.98,0.727,205.66
2025-01-22,Plant_Beta,Line_A,Night,691,26,0.0376,21.1,1529.0,8.03,0.833,174.06
2025-01-22,Plant_Beta,Line_B,Morning,893,31,0.0347,21.6,1922.0,7.9,0.834,197.62
2025-01-22,Plant_Beta,Line_B,Afternoon,819,34,0.0415,12.2,1790.5,7.95,0.768,253.97
2025-01-22,Plant_Beta,Line_B,Night,705,25,0.0355,15.8,1470.9,7.93,0.738,230.33
2025-01-22,Plant_Beta,Line_C,Morning,875,34,0.0389,14.6,1861.5,8.1,0.724,229.71
2025-01-22,Plant_Beta,Line_C,Afternoon,823,34,0.0413,13.1,1797.7,8.08,0.813,199.05
2025-01-22,Plant_Beta,Line_C,Night,697,37,0.0531,11.8,1532.8,8.03,0.759,216.45
2025-01-22,Plant_Gamma,Line_A,Morning,820,32,0.039,16.2,1833.1,8.04,0.783,220.94
2025-01-22,Plant_Gamma,Line_A,Afternoon,803,25,0.0311,14.3,1645.0,8.02,0.807,153.86
2025-01-22,Plant_Gamma,Line_A,Night,681,23,0.0338,13.9,1439.3,8.09,0.719,213.4
2025-01-22,Plant_Gamma,Line_B,Morning,836,34,0.0407,16.7,1796.9,7.99,0.842,194.97
2025-01-22,Plant_Gamma,Line_B,Afternoon,785,35,0.0446,13.0,1703.5,7.96,0.884,275.64
2025-01-22,Plant_Gamma,Line_B,Night,667,27,0.0405,14.5,1431.7,7.98,0.756,132.83
2025-01-22,Plant_Gamma,Line_C,Morning,829,31,0.0374,15.7,1776.0,7.98,0.8,209.53
2025-01-22,Plant_Gamma,Line_C,Afternoon,799,31,0.0388,13.6,1704.9,7.9,0.869,210.58
2025-01-22,Plant_Gamma,Line_C,Night,688,21,0.0305,11.6,1447.6,8.03,0.78,212.16
2025-01-22,Plant_Delta,Line_A,Morning,861,26,0.0302,15.1,1832.5,7.93,0.74,208.87
2025-01-22,Plant_Delta,Line_A,Afternoon,844,35,0.0415,18.6,1788.0,8.04,0.889,152.26
2025-01-22,Plant_Delta,Line_A,Night,697,25,0.0359,17.8,1488.1,8.05,0.791,235.08
2025-01-22,Plant_Delta,Line_B,Morning,876,42,0.0479,15.3,1886.3,7.94,0.711,266.91
2025-01-22,Plant_Delta,Line_B,Afternoon,815,35,0.0429,16.5,1799.9,7.92,0.806,210.28
2025-01-22,Plant_Delta,Line_B,Night,696,26,0.0374,18.4,1529.0,8.0,0.708,158.75
2025-01-22,Plant_Delta,Line_C,Morning,874,28,0.032,15.1,1926.6,8.05,0.8,156.33
2025-01-22,Plant_Delta,Line_C,Afternoon,816,34,0.0417,14.1,1811.3,8.01,0.937,187.28
2025-01-22,Plant_Delta,Line_C,Night,706,23,0.0326,17.8,1529.1,7.98,0.749,260.03
2025-01-22,Plant_Epsilon,Line_A,Morning,1006,30,0.0298,13.6,2192.1,7.99,0.772,241.26
2025-01-22,Plant_Epsilon,Line_A,Afternoon,928,32,0.0345,14.3,2060.3,8.07,0.802,195.45
2025-01-22,Plant_Epsilon,Line_A,Night,810,29,0.0358,17.6,1737.1,8.09,0.762,182.13
2025-01-22,Plant_Epsilon,Line_B,Morning,1006,46,0.0457,13.2,2121.0,8.07,0.684,135.71
2025-01-22,Plant_Epsilon,Line_B,Afternoon,942,37,0.0393,12.0,2039.0,8.01,0.737,272.5
2025-01-22,Plant_Epsilon,Line_B,Night,806,35,0.0434,10.4,1684.6,8.02,0.854,161.66
2025-01-22,Plant_Epsilon,Line_C,Morning,992,32,0.0323,12.0,2132.9,8.01,0.696,145.61
2025-01-22,Plant_Epsilon,Line_C,Afternoon,921,37,0.0402,15.5,2045.4,7.94,0.809,233.44
2025-01-22,Plant_Epsilon,Line_C,Night,796,30,0.0377,13.7,1718.1,8.09,0.819,190.21
2025-01-22,Plant_Zeta,Line_A,Morning,1133,36,0.0318,17.7,2401.9,8.03,0.908,180.08
2025-01-22,Plant_Zeta,Line_A,Afternoon,1106,43,0.0389,12.4,2259.9,8.1,0.783,185.57
2025-01-22,Plant_Zeta,Line_A,Night,895,37,0.0413,16.1,1940.8,8.1,0.709,221.95
2025-01-22,Plant_Zeta,Line_B,Morning,1119,38,0.034,18.2,2345.9,7.86,0.769,200.84
2025-01-22,Plant_Zeta,Line_B,Afternoon,1052,32,0.0304,19.4,2317.1,8.01,0.875,259.09
2025-01-22,Plant_Zeta,Line_B,Night,926,29,0.0313,11.2,1961.6,8.0,0.82,146.13
2025-01-22,Plant_Zeta,Line_C,Morning,1129,48,0.0425,17.6,2401.2,8.02,0.721,185.82
2025-01-22,Plant_Zeta,Line_C,Afternoon,1049,36,0.0343,14.1,2271.3,7.97,0.69,274.39
2025-01-22,Plant_Zeta,Line_C,Night,896,36,0.0402,9.0,1974.0,7.98,0.744,181.72
2025-01-23,Plant_Alpha,Line_A,Morning,1295,28,0.0216,12.7,2746.2,8.01,0.887,186.24
2025-01-23,Plant_Alpha,Line_A,Afternoon,1236,59,0.0477,16.2,2603.0,7.96,0.795,262.65
2025-01-23,Plant_Alpha,Line_A,Night,1043,46,0.0441,22.0,2249.7,7.94,0.761,251.61
2025-01-23,Plant_Alpha,Line_B,Morning,1285,62,0.0482,14.8,2774.5,7.97,0.767,210.65
2025-01-23,Plant_Alpha,Line_B,Afternoon,1196,42,0.0351,11.4,2601.5,7.99,0.806,251.42
2025-01-23,Plant_Alpha,Line_B,Night,1045,31,0.0297,14.4,2192.6,7.99,0.797,237.17
2025-01-23,Plant_Alpha,Line_C,Morning,1292,57,0.0441,16.5,2744.9,8.03,0.802,179.36
2025-01-23,Plant_Alpha,Line_C,Afternoon,1227,44,0.0359,9.1,2644.9,7.95,0.778,140.75
2025-01-23,Plant_Alpha,Line_C,Night,1023,36,0.0352,18.5,2203.7,7.99,0.777,183.4
2025-01-23,Plant_Beta,Line_A,Morning,880,29,0.033,14.7,1938.9,8.01,0.77,131.88
2025-01-23,Plant_Beta,Line_A,Afternoon,820,34,0.0415,14.1,1785.4,8.03,0.693,251.73
2025-01-23,Plant_Beta,Line_A,Night,688,24,0.0349,15.9,1540.9,7.96,0.763,216.31
2025-01-23,Plant_Beta,Line_B,Morning,875,39,0.0446,14.0,1897.1,8.06,0.85,229.85
2025-01-23,Plant_Beta,Line_B,Afternoon,826,29,0.0351,10.9,1771.0,8.0,0.753,223.77
2025-01-23,Plant_Beta,Line_B,Night,687,26,0.0378,20.0,1526.2,8.0,0.779,185.28
2025-01-23,Plant_Beta,Line_C,Morning,854,34,0.0398,7.7,1872.9,8.02,0.736,306.27
2025-01-23,Plant_Beta,Line_C,Afternoon,842,36,0.0428,12.2,1819.5,8.04,0.716,194.47
2025-01-23,Plant_Beta,Line_C,Night,711,24,0.0338,15.1,1519.5,7.96,0.749,168.45
2025-01-23,Plant_Gamma,Line_A,Morning,834,27,0.0324,16.1,1732.5,7.93,0.699,186.35
2025-01-23,Plant_Gamma,Line_A,Afternoon,788,30,0.0381,9.6,1685.8,7.95,0.791,182.22
2025-01-23,Plant_Gamma,Line_A,Night,667,23,0.0345,19.9,1408.5,7.99,0.767,191.78
2025-01-23,Plant_Gamma,Line_B,Morning,821,23,0.028,12.9,1755.6,8.1,0.871,197.42
2025-01-23,Plant_Gamma,Line_B,Afternoon,775,33,0.0426,11.9,1683.0,7.97,0.733,178.11
2025-01-23,Plant_Gamma,Line_B,Night,656,23,0.0351,17.4,1438.7,7.98,0.646,229.79
2025-01-23,Plant_Gamma,Line_C,Morning,820,36,0.0439,15.3,1764.5,7.91,0.865,219.4
2025-01-23,Plant_Gamma,Line_C,Afternoon,794,36,0.0453,14.8,1722.2,7.97,0.801,174.11
2025-01-23,Plant_Gamma,Line_C,Night,662,25,0.0378,11.2,1446.8,7.99,0.663,185.42
2025-01-23,Plant_Delta,Line_A,Morning,864,36,0.0417,15.1,1902.9,8.03,0.732,190.02
2025-01-23,Plant_Delta,Line_A,Afternoon,820,33,0.0402,14.5,1756.4,8.02,0.786,164.77
2025-01-23,Plant_Delta,Line_A,Night,705,21,0.0298,18.4,1522.9,8.1,0.706,248.21
2025-01-23,Plant_Delta,Line_B,Morning,878,34,0.0387,14.3,1844.9,7.91,0.722,150.24
2025-01-23,Plant_Delta,Line_B,Afternoon,838,25,0.0298,15.3,1782.5,8.02,0.784,252.14
2025-01-23,Plant_Delta,Line_B,Night,697,27,0.0387,14.4,1542.5,8.11,0.705,120.76
2025-01-23,Plant_Delta,Line_C,Morning,872,39,0.0447,21.6,1876.4,8.09,0.845,254.42
2025-01-23,Plant_Delta,Line_C,Afternoon,836,25,0.0299,14.9,1789.7,8.0,0.758,271.69
2025-01-23,Plant_Delta,Line_C,Night,694,30,0.0432,15.5,1495.5,7.97,0.675,219.06
2025-01-23,Plant_Epsilon,Line_A,Morning,990,32,0.0323,9.0,2147.3,7.99,0.722,158.36
2025-01-23,Plant_Epsilon,Line_A,Afternoon,939,39,0.0415,14.0,1988.5,8.01,0.813,198.57
2025-01-23,Plant_Epsilon,Line_A,Night,797,28,0.0351,12.7,1687.4,7.92,0.819,208.76
2025-01-23,Plant_Epsilon,Line_B,Morning,991,39,0.0394,15.5,2128.9,7.99,0.737,291.2
2025-01-23,Plant_Epsilon,Line_B,Afternoon,955,37,0.0387,19.2,2067.6,7.93,0.75,193.05
2025-01-23,Plant_Epsilon,Line_B,Night,808,29,0.0359,14.5,1710.7,8.05,0.689,184.87
2025-01-23,Plant_Epsilon,Line_C,Morning,970,33,0.034,14.9,2136.9,8.02,0.818,257.56
2025-01-23,Plant_Epsilon,Line_C,Afternoon,941,36,0.0383,12.7,2046.3,7.93,0.848,250.8
2025-01-23,Plant_Epsilon,Line_C,Night,782,27,0.0345,17.0,1703.8,8.03,0.744,259.05
2025-01-23,Plant_Zeta,Line_A,Morning,1127,57,0.0506,17.3,2385.1,8.1,0.815,218.22
2025-01-23,Plant_Zeta,Line_A,Afternoon,1076,33,0.0307,9.2,2283.8,8.05,0.778,274.61
2025-01-23,Plant_Zeta,Line_A,Night,915,35,0.0383,20.2,1977.0,8.0,0.754,202.47
2025-01-23,Plant_Zeta,Line_B,Morning,1087,43,0.0396,17.2,2399.1,7.99,0.755,124.25
2025-01-23,Plant_Zeta,Line_B,Afternoon,1091,40,0.0367,12.4,2345.9,8.06,0.779,247.85
2025-01-23,Plant_Zeta,Line_B,Night,889,34,0.0382,18.8,1920.7,7.93,0.762,212.94
2025-01-23,Plant_Zeta,Line_C,Morning,1128,34,0.0301,7.0,2444.9,7.94,0.729,115.55
2025-01-23,Plant_Zeta,Line_C,Afternoon,1076,43,0.04,15.8,2296.9,7.91,0.705,179.97
2025-01-23,Plant_Zeta,Line_C,Night,893,33,0.037,14.8,1963.1,7.89,0.765,227.61
2025-01-24,Plant_Alpha,Line_A,Morning,1270,46,0.0362,16.3,2750.8,8.05,0.767,187.27
2025-01-24,Plant_Alpha,Line_A,Afternoon,1203,49,0.0407,14.6,2591.4,8.05,0.821,175.96
2025-01-24,Plant_Alpha,Line_A,Night,1025,35,0.0341,9.7,2287.6,7.97,0.716,153.52
2025-01-24,Plant_Alpha,Line_B,Morning,1283,46,0.0359,19.2,2714.7,7.91,0.787,197.26
2025-01-24,Plant_Alpha,Line_B,Afternoon,1217,48,0.0394,15.8,2614.4,7.96,0.672,179.09
2025-01-24,Plant_Alpha,Line_B,Night,1020,40,0.0392,9.6,2223.2,7.98,0.762,213.42
2025-01-24,Plant_Alpha,Line_C,Morning,1280,44,0.0344,19.5,2741.5,8.06,0.74,199.27
2025-01-24,Plant_Alpha,Line_C,Afternoon,1219,48,0.0394,13.9,2632.1,8.1,0.814,241.58
2025-01-24,Plant_Alpha,Line_C,Night,1013,32,0.0316,15.7,2247.2,8.02,0.724,246.13
2025-01-24,Plant_Beta,Line_A,Morning,879,39,0.0444,12.9,1862.9,8.06,0.747,173.31
2025-01-24,Plant_Beta,Line_A,Afternoon,819,30,0.0366,17.6,1732.7,8.04,0.724,201.01
2025-01-24,Plant_Beta,Line_A,Night,699,26,0.0372,14.3,1495.1,7.98,0.822,210.66
2025-01-24,Plant_Beta,Line_B,Morning,868,30,0.0346,14.0,1855.4,8.03,0.723,117.13
2025-01-24,Plant_Beta,Line_B,Afternoon,825,30,0.0364,13.4,1800.8,7.86,0.838,242.48
2025-01-24,Plant_Beta,Line_B,Night,695,25,0.036,15.7,1515.5,7.94,0.679,282.2
2025-01-24,Plant_Beta,Line_C,Morning,880,32,0.0364,15.2,1896.1,8.06,0.654,196.07
2025-01-24,Plant_Beta,Line_C,Afternoon,820,31,0.0378,17.2,1726.2,7.94,0.729,198.93
2025-01-24,Plant_Beta,Line_C,Night,710,33,0.0465,13.9,1531.6,8.05,0.789,208.15
2025-01-24,Plant_Gamma,Line_A,Morning,821,26,0.0317,11.7,1775.5,7.98,0.737,224.51
2025-01-24,Plant_Gamma,Line_A,Afternoon,784,25,0.0319,14.1,1709.0,7.94,0.775,190.49
2025-01-24,Plant_Gamma,Line_A,Night,661,25,0.0378,10.3,1439.0,7.94,0.815,198.13
2025-01-24,Plant_Gamma,Line_B,Morning,823,36,0.0437,11.9,1760.7,7.93,0.823,275.62
2025-01-24,Plant_Gamma,Line_B,Afternoon,772,26,0.0337,15.2,1683.8,8.0,0.753,206.02
2025-01-24,Plant_Gamma,Line_B,Night,659,26,0.0395,11.3,1430.3,7.88,0.738,170.06
2025-01-24,Plant_Gamma,Line_C,Morning,835,31,0.0371,15.2,1777.3,7.89,0.656,178.39
2025-01-24,Plant_Gamma,Line_C,Afternoon,788,28,0.0355,11.7,1684.7,7.98,0.803,228.66
2025-01-24,Plant_Gamma,Line_C,Night,662,24,0.0363,15.7,1448.9,8.09,0.761,253.02
2025-01-24,Plant_Delta,Line_A,Morning,856,30,0.035,8.3,1869.5,8.03,0.632,199.53
2025-01-24,Plant_Delta,Line_A,Afternoon,830,33,0.0398,10.8,1791.0,8.02,0.793,199.58
2025-01-24,Plant_Delta,Line_A,Night,705,31,0.044,14.4,1517.3,8.08,0.755,155.54
2025-01-24,Plant_Delta,Line_B,Morning,875,42,0.048,19.5,1891.0,7.86,0.727,176.17
2025-01-24,Plant_Delta,Line_B,Afternoon,823,40,0.0486,11.6,1825.0,7.99,0.723,247.92
2025-01-24,Plant_Delta,Line_B,Night,711,29,0.0408,13.0,1523.6,7.95,0.725,197.17
2025-01-24,Plant_Delta,Line_C,Morning,858,39,0.0455,13.7,1851.7,7.98,0.814,171.67
2025-01-24,Plant_Delta,Line_C,Afternoon,839,35,0.0417,13.6,1783.0,7.98,0.787,198.78
2025-01-24,Plant_Delta,Line_C,Night,698,27,0.0387,10.2,1514.3,8.05,0.767,238.42
2025-01-24,Plant_Epsilon,Line_A,Morning,986,34,0.0345,11.3,2122.1,8.1,0.772,173.37
2025-01-24,Plant_Epsilon,Line_A,Afternoon,930,29,0.0312,12.5,2044.6,8.0,0.713,163.6
2025-01-24,Plant_Epsilon,Line_A,Night,804,29,0.0361,13.6,1703.2,8.11,0.821,245.73
2025-01-24,Plant_Epsilon,Line_B,Morning,971,37,0.0381,12.6,2166.4,8.06,0.777,163.0
2025-01-24,Plant_Epsilon,Line_B,Afternoon,936,39,0.0417,17.3,2036.7,8.0,0.763,204.12
2025-01-24,Plant_Epsilon,Line_B,Night,809,32,0.0396,14.9,1721.4,7.99,0.722,170.3
2025-01-24,Plant_Epsilon,Line_C,Morning,996,34,0.0341,16.3,2126.0,8.07,0.793,236.23
2025-01-24,Plant_Epsilon,Line_C,Afternoon,937,37,0.0395,15.8,1987.1,8.07,0.872,243.08
2025-01-24,Plant_Epsilon,Line_C,Night,805,33,0.041,14.7,1709.9,8.05,0.714,159.12
2025-01-24,Plant_Zeta,Line_A,Morning,1122,47,0.0419,12.8,2421.5,7.99,0.709,105.01
2025-01-24,Plant_Zeta,Line_A,Afternoon,1054,42,0.0398,16.0,2300.8,8.01,0.727,174.83
2025-01-24,Plant_Zeta,Line_A,Night,903,33,0.0365,19.3,1941.9,8.07,0.742,238.28
2025-01-24,Plant_Zeta,Line_B,Morning,1147,41,0.0357,16.5,2363.5,8.02,0.814,186.16
2025-01-24,Plant_Zeta,Line_B,Afternoon,1077,44,0.0409,15.2,2328.3,8.03,0.759,250.69
2025-01-24,Plant_Zeta,Line_B,Night,918,32,0.0349,14.9,1886.3,8.01,0.819,199.08
2025-01-24,Plant_Zeta,Line_C,Morning,1122,41,0.0365,13.6,2422.2,7.95,0.748,163.09
2025-01-24,Plant_Zeta,Line_C,Afternoon,1071,42,0.0392,13.5,2288.3,8.0,0.812,180.39
2025-01-24,Plant_Zeta,Line_C,Night,911,31,0.034,16.4,1964.1,8.02,0.839,210.84
2025-01-25,Plant_Alpha,Line_A,Morning,1301,58,0.0446,11.8,2728.9,7.95,0.815,139.15
2025-01-25,Plant_Alpha,Line_A,Afternoon,1194,40,0.0335,9.5,2637.3,7.97,0.673,199.21
2025-01-25,Plant_Alpha,Line_A,Night,1036,29,0.028,12.5,2220.2,7.98,0.742,244.11
2025-01-25,Plant_Alpha,Line_B,Morning,1320,49,0.0371,11.1,2753.0,8.0,0.757,227.34
2025-01-25,Plant_Alpha,Line_B,Afternoon,1252,34,0.0272,13.7,2671.0,8.0,0.795,234.95
2025-01-25,Plant_Alpha,Line_B,Night,1055,49,0.0464,15.6,2179.0,7.96,0.874,140.83
2025-01-25,Plant_Alpha,Line_C,Morning,1293,32,0.0247,11.5,2788.0,7.99,0.737,167.98
2025-01-25,Plant_Alpha,Line_C,Afternoon,1192,51,0.0428,14.4,2571.8,8.02,0.79,192.69
2025-01-25,Plant_Alpha,Line_C,Night,1035,38,0.0367,13.0,2223.3,8.08,0.81,222.64
2025-01-25,Plant_Beta,Line_A,Morning,865,37,0.0428,15.4,1858.1,8.0,0.794,251.73
2025-01-25,Plant_Beta,Line_A,Afternoon,810,39,0.0481,18.4,1775.1,8.0,0.779,183.21
2025-01-25,Plant_Beta,Line_A,Night,698,21,0.0301,9.9,1558.4,8.01,0.766,208.26
2025-01-25,Plant_Beta,Line_B,Morning,861,32,0.0372,15.6,1866.6,7.95,0.784,216.99
2025-01-25,Plant_Beta,Line_B,Afternoon,829,34,0.041,14.6,1773.8,8.08,0.712,122.6
2025-01-25,Plant_Beta,Line_B,Night,706,24,0.034,11.0,1523.6,7.97,0.696,275.21
2025-01-25,Plant_Beta,Line_C,Morning,856,31,0.0362,9.3,1887.5,7.99,0.8,210.64
2025-01-25,Plant_Beta,Line_C,Afternoon,838,29,0.0346,10.2,1777.2,8.0,0.672,154.56
2025-01-25,Plant_Beta,Line_C,Night,694,33,0.0476,16.8,1503.8,8.04,0.66,186.71
2025-01-25,Plant_Gamma,Line_A,Morning,829,31,0.0374,13.6,1765.9,8.0,0.757,232.36
